30/07/2017 11:53:37,,,,,,,,,,,,,,,,,,,
Type,Welsh Type,Latin,English,Welsh,Plural,Gender,unknown,unknown,Category,SubCategory,Welsh Details,English Details,Wiki Link,Picture Credit,Picture Link,Visitor,Rare,Location,unused
bird,adar,Tangara cyanoptera,black-headed tanager,tanagr penddu,tanagrod penddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara velia,opal-rumped tanager,tanagr tinwyrddlas,tanagrod tinwyrddlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara callophrys,opal-crowned tanager,tanagr corunwyrddlas,tanagrod corunwyrddlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Iridophanes pulcherrima,yellow-collared tanager,mêl-ddringwr colerfelyn,mêl-ddringwyr colerfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Dacnis albiventris,white-bellied dacnis,dacnis torwyn,dacnisiaid torwyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Dacnis lineata,black-faced dacnis,dacnis wynebddu,dacnisiaid wynebddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Dacnis flaviventer,yellow-bellied dacnis,dacnis torfelyn,dacnisiaid torfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Dacnis hartlaubi,turquoise dacnis,dacnis goleulas,dacnisiaid goleulas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Dacnis nigripes,black-legged dacnis,dacnis coesddu,dacnisiaid coesddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Dacnis venusta,scarlet-thighed dacnis,dacnis clungoch,dacnisiaid clungoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Dacnis cayana,blue dacnis,dacnis glas,dacnisiaid gleision,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Dacnis viguieri,viridian dacnis,dacnis gwyrddlas,dacnisiaid gwyrddlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Dacnis berlepschi,scarlet-breasted dacnis,dacnis brongoch,dacnisiaid brongoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorophanes spiza,green honeycreeper,mêl-ddringwr gwyrdd,mêl-ddringwyr gwyrddion,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Cyanerpes nitidus,short-billed honeycreeper,mêl-ddringwr pigfyr,mêl-ddringwyr pigfyr,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Cyanerpes lucidus,shining honeycreeper,mêl-ddringwr gloyw,mêl-ddringwyr gloywon,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Cyanerpes caeruleus,purple honeycreeper,mêl-ddringwr porffor,mêl-ddringwyr porffor,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Cyanerpes cyaneus,red-legged honeycreeper,mêl-ddringwr coesgoch,mêl-ddringwyr coesgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Xenodacnis parina,tit-like dacnis,dacnis titwaidd,dacnisiaid titwaidd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Oreomanes fraseri,giant conebill,aderyn pigfain mawr,adar pigfain mawr,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Diglossa baritula,slaty flowerpiercer,gwanwr blodau llwyd,gwanwyr blodau llwydion,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Diglossa lafresnayii,glossy flowerpiercer,gwanwr blodau gloyw,gwanwyr blodau gloywon,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Diglossa carbonaria,coal-black flowerpiercer,gwanwr blodau du,gwanwyr blodau duon,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Diglossa venezuelensis,Venezuelan flowerpiercer,gwanwr blodau Venezuela,gwanwyr blodau Venezuela,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Diglossa albilatera,white-sided flowerpiercer,gwanwr blodau ystlyswyn,gwanwyr blodau ystlyswyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Diglossa duidae,scaled flowerpiercer,gwanwr blodau cennog,gwanwyr blodau cennog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Diglossa major,greater flowerpiercer,gwanwr blodau mawr,gwanwyr blodau mawrion,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Diglossa indigotica,indigo flowerpiercer,gwanwr blodau dulas,gwanwyr blodau dulas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Diglossopis glauca,deep-blue flowerpiercer,gwanwr blodau glas,gwanwyr blodau gleision,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Diglossopis caerulescens,bluish flowerpiercer,gwanwr blodau llwydlas,gwanwyr blodau llwydlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Diglossopis cyanea,masked flowerpiercer,gwanwr blodau mygydog,gwanwyr blodau mygydog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euneornis campestris,orangequit,twinc Jamaica,twincod Jamaica,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,E.,TERSININAE,,,,,,,,,,,,,,,,
bird,adar,Tersina viridis,swallow tanager,tanagr cynffonfforchog,tanagrod cynffonfforchog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,156,,,,,,,,,,,,,,,,,
bird,adar,COEREBIDAE,BANANAQUIT,TWINC BANANA,,,,,,,,,,,,,,,
bird,adar,Coereba flaveola,bananaquit,twinc bananas,twincod bananas,g,,,PASSERIFORMES,COEREBIDAE,,,,,,,,,
bird,adar,157,,,,,,,,,,,,,,,,,
bird,adar,PARULIADAE,NEW WORLD WARBLERS,TELORION Y BYD NEWYDD,,,,,,,,,,,,,,,
bird,adar,Mniotilta varia,black-and-white warbler,telor brith,telorion brithion,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Vermivora bachmanii,Bachman's warbler,telor Bachman,telorion Bachman,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Vermivora chrysoptera,golden-winged warbler,telor euradain,telorion euradain,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Vermivora pinus,blue-winged warbler,telor adeinlas,telorion adeinlas,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Vermivora peregrina,Tennessee warbler,telor Tennessee,telorion Tennessee,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Vermivora celata,orange-crowned warbler,telor corun oren,telorion corun oren,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Vermivora ruficapilla,Nashville warbler,telor Nashvile,telorion Nashvile,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Vermivora virginiae,Virginia's warbler,telor Virginia,telorion Virginia,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Vermivora crissalis,Colima warbler,telor Colima,telorion Colima,g,ardal ym Mecsico,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Vermivora luciae,Lucy's warbler,telor Lucy,telorion Lucy,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Vermivora gutturalis,flame-throated warbler,telor gwddf fflamgoch,telorion gwddf fflamgoch,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Vermivora superciliosa,crescent-chested warbler,telor bron gilgantog,telorion bron gilgantog,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Parula americana,northern parula,pariwla'r Gogledd,pariwlaod y Gogledd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Parula pitiayumi,tropical parula,pariwla trofannol,pariwlaod trofannol,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica petechia,yellow warbler,telor melyn,telorion melyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica pensylvanica,chestnut-sided warbler,telor ystlys winau,telorion ystlys winau,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica cerulea,cerulean warbler,telor wybrliw,telorion wybrliw,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica caerulescens,black-throated blue warbler,telor glas gyddfddu,telorion glas gyddfddu,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica plumbea,plumbeous warbler,telor llwydaidd,telorion llwydaidd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica pharetra,arrowhead warbler,telor pennau saethau,telorion pennau saethau,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica angelae,elfin-woods warbler,telor ellyllbren,telorion ellyllbren,g,elfinwood yn ôl Porth Termau,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica pinus,pine warbler,telor pinwydd,telorion pinwydd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica graciae,Grace's warbler,telor Grace,telorion Grace,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica adelaidae,Adelaide's warbler,telor Adelaide,telorion Adelaide,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica pityophila,olive-capped warbler,telor corun llwydwyrdd,telorion corun llwydwyrdd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica dominica,yellow-throated warbler,telor gyddf-felyn,telorion gyddf-felyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica nigrescens,black-throated grey warbler,telor llwyd gyddfddu,telorion llwyd gyddfddu,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica townsendi,Townsend's warbler,telor Townsend,telorion Townsend,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica occidentalis,hermit warbler,telor swil,telorion swil,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica chrysoparia,golden-cheeked warbler,telor eurfochog,telorion eurfochog,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica virens,black-throated green warbler,telor gwyrdd gyddfddu,telorion gwyrdd gyddfddu,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica discolor,prairie warbler,telor y paith,telorion y paith,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica vitellina,vitelline warbler,telor melyngoch,telorion melyngoch,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica tigrina,Cape May warbler,telor bronfrith,telorion bronfrith,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica fusca,Blackburnian warbler,telor Blackburn,telorion Blackburn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica magnolia,magnolia warbler,telor magnolia,telorion magnolia,g,tybir ar un adeg mai magnolia oedd cynefin yr aderyn hwn,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica coronata,yellow-rumped warbler,telor tinfelyn,telorion tinfelyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica palmarum,palm warbler,telor palmwydd,telorion palmwydd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica kirtlandii,Kirtland's warbler,telor Kirtland,telorion Kirtland,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica striata,blackpoll warbler,telor penddu America,telorion penddu America,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Dendroica castanea,bay-breasted warbler,telor bronwinau,telorion bronwinau,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Catharopeza bishopi,whistling warbler,telor chwibanog,telorion chwibanog,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Setophaga ruticilla,American redstart,tingoch America,tingochion America,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Seiurus aurocapillus,ovenbird,aderyn ffwrn,adar ffwrn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Seiurus noveboracensis,northern waterthrush,brych ddŵr y Gogledd,brychau dŵr y Gogledd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Seiurus motacilla,Louisiana waterthrush,brych ddŵr Louisiana,brychau dŵr Louisiana,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Limnothlypis swainsonii,Swainson's warbler,telor Swainson,telorion Swainson,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Helmitheros vermivorus,worm-eating warbler,telor mwydod,telorion mwydod,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Protonotaria citrea,prothonotary warbler,telor melyn y gwerni,telorion melyn y gwerni,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis trichas,common yellowthroat,aderyn gyddf-felyn cyffredin,adar gyddf-felyn cyffredin,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis beldingi,peninsular yellowthroat,aderyn gyddf-felyn Belding,adar gyddf-felyn Belding,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis flavovelata,yellow crowned yellowthroat,aderyn gyddf-felyn corun melyn,adar gyddf-felyn corun melyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis rostrata,Bahama yellowthroat,aderyn gyddf-felyn y Bahamas,adar gyddf-felyn y Bahamas,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis semiflava,olive-crowned yellowthroat,aderyn gyddf-felyn pen melynwyrdd,adar gyddf-felyn pen melynwyrdd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis speciosa,black-polled yellowthroat,aderyn gyddf-felyn penddu,adar gyddf-felyn penddu,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis nelsoni,hooded yellowthroat,aderyn gyddf-felyn cycyllog,adar gyddf-felyn cycyllog,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis chiriquensis,Chiriqui yellowthroat,aderyn gyddf-felyn Chiriqui,adar gyddf-felyn Chiriqui,g,wedi'i enwi ar ôl llosgfynydd,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis aequinoctialis,masked yellowthroat,aderyn gyddf-felyn mygydog,adar gyddf-felyn mygydog,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis poliocephala,grey-crowned yellowthroat,aderyn gyddf-felyn corunllwyd,adar gyddf-felyn corunllwyd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis formosus,Kentucky warbler,telor Kentucky,telorion Kentucky,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis agilis,Connecticut warbler,telor Connecticut,telorion Connecticut,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis philadelphia,mourning warbler,telor galarus,telorion galarus,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Geothlypis tolmiei,MacGillivray's warbler,telor MacGillivray,telorion MacGillivray,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Microligea palustris,green-tailed warbler,telor cynffonwyrdd,telorion cynffonwyrdd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Xenoligea montana,white-winged ground warbler,telor adeinwyn,telorion adeinwyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Teretistris fernandinae,yellow-headed warbler,telor penfelyn,telorion penfelyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Teretistris fornsi,oriente warbler,telor Ciwba,telorion Ciwba,g,i'w cael yn nwyrain Ciwba,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Leucopeza semperi,Semper's warbler,telor Semper,telorion Semper,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Wilsonia citrina,hooded warbler,telor cycyllog,telorion cycyllog,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Wilsonia pusilla,Wilson's warbler,telor Wilson,telorion Wilson,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Wilsonia canadensis,Canada warbler,telor Canada,telorion Canada,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Cardellina rubrifrons,red-faced warbler,telor wynepgoch,telorion wynepgoch,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Ergaticus ruber,red warbler,telor coch,telorion cochion,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Ergaticus versicolor,pink-headed warbler,telor penwridog,telorion penwridog,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus pictus,painted redstart,tinwen adeinwen,tinwennod adeinwyn,b,"The English name whitestart refers to the white outer tail feathers which are a prominent feature of the members of this genus (“start” is an archaic word for “tail”). Confusingly, they are sometimes called redstarts",,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus miniatus,slate-throated redstart,tinwen yddfddu,tinwennod gyddfddu,b,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus brunniceps,brown-capped redstart,tinwen gorunwinau,tinwennod corunwinau,b,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus castaneocapillus,tepui redstart,tinwen tepwi,tinwennod tepwi,b,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus pariae,yellow-faced redstart,tinwen wynebfelen,tinwennod wynebfelyn,b,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus cardonai,saffron-breasted redstart,tinwen fronfelen,tinwennod bronfelyn,b,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus torquatus,collared redstart,tinwen dorchog,tinwennod torchog,b,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus ornatus,golden-fronted redstart,tinwen eurwyneb,tinwennod eurwyneb,b,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus melanocephalus,spectacled redstart,tinwen sbectolog,tinwennod sbectolog,b,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus albifrons,white-fronted redstart,tinwen dalcenwen,tinwennod talcenwyn,b,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus flavivertex,yellow-crowned redstart,tinwen gorunfelen,tinwennod corunfelyn,b,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Myioborus albifacies,white-faced redstart,tinwen wynebwen,tinwennod wynebwen,b,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Euthlypis lachrymosa,neotropic fan-tailed warbler,telor cynffondaen America,telorion cynffondaen America,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus fraseri,grey-and-gold warbler,telor aur a llwyd,telorion aur a llwyd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus bivittatus,two-banded warbler,telor dwyres,telorion dwyres,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus chrysogaster,golden-bellied warbler,telor eurdor,telorion eurdor,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus flaveolus,flavescent warbler,telor melynaidd,telorion melynaidd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus luteoviridis,citrine warbler,telor melynwyrdd,telorion melynwyrdd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus signatus,pale-legged warbler,telor coeswelw,telorion coeswelw,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus nigrocristatus,black-crested warbler,telor cribddu,telorion cribddu,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus griseiceps,grey-headed warbler,telor penllwyd,telorion penllwyd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus basilicus,Santa Marta warbler,telor Santa Marta,telorion Santa Marta,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus cinereicollis,grey-throated warbler,telor gyddflwyd,telorion gyddflwyd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus conspicillatus,white-lored warbler,telor llygadwyn,telorion llygadwyn,g,nid y carrai sy'n wyn ond y plu o gwmpas y llygad,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus coronatus,russet-crowned warbler,telor corun oren,telorion corun oren,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus culicivorus,golden-crowned warbler,telor corun aur,telorion corun aur,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus rufifrons,rufous-capped warbler,telor corun winau,telorion corun winau,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus belli,golden-browed warbler,telor eurael,telorion eurael,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus melanogenys,black-cheeked warbler,telor bochddu,telorion bochddu,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus ignotus,Pirre warbler,telor Pirre,telorion Pirre,g,enw mynydd yn Panama,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus tristriatus,three-striped warbler,telor pyglyd,telorion pyglyd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus trifasciatus,three-banded warbler,telor teires,telorion teires,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus hypoleucus,white-bellied warbler,telor torwyn,telorion torwyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus leucoblepharus,white-browed warbler,telor aelwyn,telorion aelwyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus leucophrys,white-striped warbler,telor aelwyn Brasil,telorion aelwyn Brasil,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus rivularis,river warbler,telor afon America,telorion afon America,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Basileuterus fulvicauda,buff-rumped warbler,telor y nant,telorion y nant,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Nephelornis oneilli,pardusco,telor pardwsgo,telorion pardwsgo,g,ystyr pardusco ydy brownaidd,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Zeledonia coronata,wrenthrush,drywdelor,drywdelorion,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Peucedramus taeniatus,olive warbler,telor mynydd America,telorion mynydd America,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Granatellus venustus,red-breasted chat,telor brongoch America,telorion brongoch America,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Granatellus sallaei,grey-throated chat,telor gyddflwyd,telorion gyddflwyd,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Granatellus pelzelni,rose-breasted chat,telor bronwridog,telorion bronwridog,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Icteria virens,yellow-breasted chat,telor bronfelyn,telorion bronfelyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Conirostrum speciosum,chestnut-vented conebill,aderyn côn-big tinfrown,adar côn-big tinfrown,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Conirostrum leucogenys,white-eared conebill,aderyn côn-big clustwyn,adar côn-big clustwyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Conirostrum bicolor,bicoloured conebill,aderyn côn-big y mangrof,adar côn-big y mangrof,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Conirostrum margaritae,pearly-breasted conebill,aderyn côn-big bronwyn,adar côn-big bronwyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Conirostrum cinereum,cinereous conebill,aderyn côn-big aelwelw,adar côn-big aelwelw,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Conirostrum tamarugensis,tamarugo conebill,aderyn côn-big brongoch,adar côn-big brongoch,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Conirostrum ferrugineiventre,white-browed conebill,aderyn côn-big aelwyn,adar côn-big aelwyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Conirostrum rufum,rufous-browed conebill,aderyn côn-big aelgoch,adar côn-big aelgoch,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Conirostrum sitticolor,blue-backed conebill,aderyn côn-big cefnlas,adar côn-big cefnlas,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,Conirostrum albifrons,capped conebill,aderyn côn-big corunwyn,adar côn-big corunwyn,g,,,PASSERIFORMES,PARULIADAE,,,,,,,,,
bird,adar,158,,,,,,,,,,,,,,,,,
bird,adar,DREPANIDIDAE,HAWAIIAN HONEYCREEPERS,MÊL-GROPWYR HAWAII,,,,,,,,,,,,,,,
bird,adar,Telespiza cantans,Laysan finch,pinc Laysan,pincod Laysan,g,,,PASSERIFORMES,DREPANIDIDAE,,,,,,,,,
bird,adar,Telespiza ultima,Nihoa finch,pinc Nihoa,pincod Nihoa,g,,,PASSERIFORMES,DREPANIDIDAE,,,,,,,,,
bird,adar,Psittirostra psittacea,ou,parotbig Hawaii,parotbigau Hawaii,g,,,PASSERIFORMES,DREPANIDIDAE,,,,,,,,,
bird,adar,Loxioides bailleui,palila,palîla,palilaod,g,,,PASSERIFORMES,DREPANIDIDAE,,,,,,,,,
bird,adar,Pseudonestor xanthophrys,Maui parrotbill,aderyn pigbraff Maui,adar pigbraff Maui,g,,,PASSERIFORMES,DREPANIDIDAE,,,,,,,,,
bird,adar,Hemignathus virens,amakihi,amacihi,amacihïaid,g,,,PASSERIFORMES,DREPANIDIDAE,,,,,,,,,
bird,adar,Hemignathus parvus,lesser amahiki,amacihi bach,amacihïaid bach,g,,,PASSERIFORMES,DREPANIDIDAE,,,,,,,,,
bird,adar,Hemignathus ellisianus,Hawaiian amahiki,amacihi Hawaii,amacihïaid Hawaii,g,,,PASSERIFORMES,DREPANIDIDAE,,,,,,,,,
bird,adar,Hemignathus lucidus,nukupuu,nwcwpww,nwcwpwiaid,g,,,PASSERIFORMES,DREPANIDIDAE,,,,,,,,,
