30/07/2017 11:53:37,,,,,,,,,,,,,,,,,,,
Type,Welsh Type,Latin,English,Welsh,Plural,Gender,unknown,unknown,Category,SubCategory,Welsh Details,English Details,Wiki Link,Picture Credit,Picture Link,Visitor,Rare,Location,unused
bird,adar,Pterodroma inexpectata,Peale's petrel,pedryn brych,pedrynnod brych,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma solandri,Solander's petrel,pedryn Solander,pedrynnod Solander,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma ultima,Murphy's petrel,pedryn Murphy,pedrynnod Murphy,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma neglecta,Kermadec petrel,pedryn Kermadec,pedrynnod Kermadec,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma magentae,taiko,taico,taicoaid,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma arminjoniana,Trinidade petrel,pedryn Trinidad,pedrynnod Trinidad,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma mollis,soft-plumaged petrel,pedryn mwythblu,pedrynnod mwythblu,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma feae,Cape Verde petrel,pedryn Cabo Verde,pedrynnod Cabo Verde,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma madeira,Madeira petrel,pedryn Madeira,pedrynnod Madeira,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma baraui,Barau's petrel,pedryn Barau,pedrynnod Barau,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma phaeopygia,Galapagos petrel,pedryn y Galapagos,pedrynnod y Galapagos,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma sandwichensis,Hawaiian petrel,pedryn Hawaii,pedrynnod Hawaii,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma externa,white-necked petrel,pedryn gyddfwyn Tristan da Cunha,pedrynnod gyddfwyn Tristan da Cunha,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma cervicalis,Kermadec white-necked petrel,pedryn gyddfwyn Kermadec,pedrynnod gyddfwyn Kermadec,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma cooki,Cook's petrel,pedryn Cook,pedrynnod Cook,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma defilippiana,Juan Fernandez petrel,pedryn Juan Fernandez,pedrynnod Juan Fernandez,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma leucoptera,white-winged petrel,pedryn Gould,pedrynnod Gould,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma brevipes,collared petrel,pedryn torchog,pedrynnod torchog,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma hypoleuca,Bonin petrel,pedryn Bonin,pedrynnod Bonin,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma nigripennis,black-winged petrel,pedryn adeinddu,pedrynnod adeinddu,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma axillaris,Chatham Islands petrel,pedryn Ynys Chatham,pedrynnod Ynys Chatham,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma longirostris,Stejneger's petrel,pedryn Stejneger,pedrynnod Stejneger,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pterodroma pycrofti,Pycroft's petrel,pedryn Pycroft,pedrynnod Pycroft,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pseudobulweria macgillivrayi,Macgillivray's petrel,pedryn Ffiji,pedrynnod Ffiji,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pseudobulweria rostrata,Tahiti petrel,pedryn Tahiti,pedrynnod Tahiti,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Halobaena caerulea,blue petrel,pedryn glas,pedrynnod gleision,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pachyptila vittata,broad-billed prion,prion aeliog,prioniaid aeliog,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pachyptila salvini,Salvin's prion,prion Salvin,prioniaid Salvin,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pachyptila desolata,dove prion,prion yr Antarctig,prioniaid yr Antarctig,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pachyptila belcheri,slender-billed prion,prion pigfain,prioniaid pigfain,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pachyptila turtur,fairy prion,prion cain,prioniaid cain,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Pachyptila crassirostris,thick-billed prion,prion gylfinbraff,prioniaid gylfinbraff,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Bulweria bulwerii,Bulwer's petrel,pedryn Bulwer,pedrynnod Bulwer,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Bulweria fallax,Jouanin's petrel,pedryn Jouanin,pedrynnod Jouanin,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Procellaria cinerea,grey shearwater,pedryn llwyd,pedrynnod llwydion,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Procellaria aequinoctialis,white-chinned petrel,pedryn genwyn,pedrynnod genwyn,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Procellaria parkinsoni,black petrel,pedryn du,pedrynnod duon,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Procellaria westlandica,Westland petrel,pedryn Westland,pedrynnod Westland,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Calonectris leucomelas,white-faced shearwater,aderyn drycin rhesog,adar drycin rhesog,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Calonectris diomedea,Cory's shearwater,aderyn drycin Cory,adar drycin Cory,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,Mike Nesbitt,https://drive.google.com/open?id=0BwyoF0liwUlQMVJJMXdGQm5La1E,SUMMER,R,UK,
bird,adar,Calonectris borealis,Scopoli's shearwater,aderyn drycin Scopoli,adar drycin Scopoli,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Calonectris edwardsii,Cape Verde shearwater,aderyn drycin Cabo Verde,adar drycin Cabo Verde,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus creatopus,pink-footed shearwater,aderyn drycin troetbinc,adar drycin troetbinc,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus carneipes,pale-footed shearwater,aderyn drycin troedwelw,adar drycin troedwelw,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus gravis,great shearwater,aderyn drycin mawr,adar drycin mawr,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,SUMMER,R,UK,
bird,adar,Puffinus pacificus,wedge-tailed shearwater,aderyn drycin cynffonlletem,adar drycin cynffonlletem,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus bulleri,grey-backed shearwater,aderyn drycin cefnllwyd,adar drycin cefnllwyd,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus griseus,sooty shearwater,aderyn drycin du,adar drycin duon,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,SUMMER,,UK,
bird,adar,Puffinus tenuirostris,short-tailed shearwater,aderyn drycin cwta,adar drycin cwta,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus heinrothi,Heinroth's shearwater,aderyn drycin Heinroth,adar drycin Heinroth,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus nativitatis,Christmas Island shearwater,aderyn drycin Ynys y Nadolig,adar drycin Ynys y Nadolig,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus puffinus,Manx shearwater,aderyn drycin Manaw,adar drycin Manaw,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,Mike Nesbitt,https://drive.google.com/open?id=0BwyoF0liwUlQQmNpc0k2dzUxTW8,Summer,,UK,
bird,adar,Puffinus mauretanicus,Balearic shearwater,aderyn drycin Balearig,adar drycin Balearig,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,Summer,,UK,
bird,adar,Puffinus yelkouan,yelkouan shearwater,aderyn drycin Môr y Canoldir,adar drycin Môr y Canoldir,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus gavia,fluttering shearwater,aderyn drycin crynedig,adar drycin crynedig,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus huttoni,Hutton's shearwater,aderyn drycin Hutton,adar drycin Hutton,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus opisthomelas,black-vented shearwater,aderyn drycin Califfornia,adar drycin Califfornia,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus auricularis,Townsend's shearwater,aderyn drycin Townsend,adar drycin Townsend,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus assimilis,little shearwater,aderyn drycin bach,adar drycin bach,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus lherminieri,Audubon's shearwater,aderyn drycin Audubon,adar drycin Audubon,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,Puffinus persicus,Persian shearwater,aderyn drycin Persia,adar drycin Persia,g,,,PROCELLARIFORMES,PROCELLARIIDAE,,,,,,,,,
bird,adar,12,,,,,,,,,,,,,,,,,
bird,adar,HYDROBATIDAE,STORM PETRELS,PEDRYNNOD,,,,,,,,,,,,,,,
bird,adar,Oceanites oceanicus,Wilson's storm petrel,pedryn drycin Wilson,pedrynnod drycin Wilson,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,Mike Nesbitt,https://drive.google.com/open?id=0BwyoF0liwUlQZEl2VllLODNUcDg,SUMMER,R,UK,
bird,adar,Oceanites gracilis,Elliot's storm petrel,pedryn drycin Elliot,pedrynnod drycin Elliot,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Garrodia nereis,grey-backed storm petrel,pedryn drycin cefnllwyd,pedrynnod drycin cefnllwyd,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Pelagodroma marina,white-faced storm petrel,pedryn drycin wynebwyn,pedrynnod drycin wynebwyn,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Fregetta grallaria,white-bellied storm petrel,pedryn drycin torwyn,pedrynnod drycin torwyn,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Fregetta tropica,black-bellied storm petrel,pedryn drycin torddu,pedrynnod drycin torddu,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Nesofregetta fuliginosa,white-throated storm petrel,pedryn drycin gyddfwyn,pedrynnod drycin gyddfwyn,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Hydrobates pelagicus,British storm petrel,pedryn drycin,pedrynnod drycin,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,SUMMER,,UK,
bird,adar,Halocyptena microsoma,least storm petrel,pedryn drycin bychan,pedrynnod drycin bychain,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Oceanodroma tethys,Galapagos storm petrel,pedryn drycin y Galapagos,pedrynnod drycin y Galapagos,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Oceanodroma castro,Madeiran storm petrel,pedryn drycin Madeira,pedrynnod drycin Madeira,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Oceanodroma leucorhoa,Leach's storm petrel,pedryn drycin Leach,pedrynnod drycin Leach,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,SUMMER,,UK,
bird,adar,Oceanodroma markhami,sooty storm petrel,pedryn drycin tywyll,pedrynnod drycin tywyll,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Oceanodroma matsudairae,Matsudaira's storm petrel,pedryn drycin Matsudaira,pedrynnod drycin Matsudaira,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Oceanodroma tristrani,Tristram's storm petrel,pedryn drycin Tristram,pedrynnod drycin Tristram,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Oceanodroma monorhis,Swinhoe's storm petrel,pedryn drycin Swinhoe,pedrynnod drycin Swinhoe,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Oceanodroma homochroa,ashy storm petrel,pedryn drycin lludlwyd,pedrynnod drycin lludlwyd,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Oceanodroma hornbyi,ringed storm petrel,pedryn drycin torchog,pedrynnod drycin torchog,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Oceanodroma furcata,fork-tailed storm petrel,pedryn drycin cynffonfforchog,pedrynnod drycin cynffonfforchog,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,Oceanodroma melania,black storm petrel,pedryn drycin du,pedrynnod drycin duon,g,,,PROCELLARIFORMES,HYDROBATIDAE,,,,,,,,,
bird,adar,13,,,,,,,,,,,,,,,,,
bird,adar,PELECANOIDIDAE,DIVING PETRELS,PEDRYNNOD PLYMIO,,,,,,,,,,,,,,,
bird,adar,Pelecanoides garnotii,Peruvian diving petrel,pedryn plymio Periw,pedrynnod plymio Periw,g,,,PROCELLARIFORMES,PELECANOIDIDAE,,,,,,,,,
bird,adar,Pelecanoides magellani,Magellan diving petrel,pedryn plymio Magellan,pedrynnod plymio Magellan,g,,,PROCELLARIFORMES,PELECANOIDIDAE,,,,,,,,,
bird,adar,Pelecanoides georgicus,Georgian diving petrel,pedryn plymio De Georgia,pedrynnod plymio De Georgia,g,,,PROCELLARIFORMES,PELECANOIDIDAE,,,,,,,,,
bird,adar,Pelecanoides urinatrix,common diving petrel,pedryn plymio cyffredin,pedrynnod plymio cyffredin,g,,,PROCELLARIFORMES,PELECANOIDIDAE,,,,,,,,,
bird,adar,PELECANIFORMES,,,,,,,,,,,,,,,,,
bird,adar,14,,,,,,,,,,,,,,,,,
bird,adar,PHAETHONTIDAE,TROPIC BIRDS,ADAR TROFANNOL,,,,,,,,,,,,,,,
bird,adar,Phaethon aethereus,red-billed tropic bird,aderyn trofannol picoch,adar trofannol picoch,g,,,PELECANIFORMES,PHAETHONTIDAE,,,,,,,,,
bird,adar,Phaethon rubricauda,red-tailed tropic bird,aderyn trofannol cynffongoch,adar trofannol cynffongoch,g,,,PELECANIFORMES,PHAETHONTIDAE,,,,,,,,,
bird,adar,Phaethon lepturus,white-tailed tropic bird,aderyn trofannol cynffonwyn,adar trofannol cynffonwyn,g,,,PELECANIFORMES,PHAETHONTIDAE,,,,,,,,,
bird,adar,15,,,,,,,,,,,,,,,,,
bird,adar,PELECANIDAE,PELICANS,PELICANOD,,,,,,,,,,,,,,,
bird,adar,Pelecanus onocrotalus,eastern white pelican,pelican gwyn,pelicanod gwynion,g,,,PELECANIFORMES,PELECANIDAE,,,,,,,,,
bird,adar,Pelecanus rufenscens,pink-backed pelican,pelican gwridog,pelicanod gwridog,g,,,PELECANIFORMES,PELECANIDAE,,,,,,,,,
bird,adar,Pelecanus philippensis,grey pelican,pelican llwyd,pelicanod llwydion,g,,,PELECANIFORMES,PELECANIDAE,,,,,,,,,
bird,adar,Pelecanus crispus,Dalmatian pelican,pelican Dalmatia,pelicanod Dalmatia,g,,,PELECANIFORMES,PELECANIDAE,,,,,,,,,
bird,adar,Pelecanus conspillicatus,Australian pelican,pelican Awstralia,pelicanod Awstralia,g,,,PELECANIFORMES,PELECANIDAE,,,,,,,,,
bird,adar,Pelecanus erythrorhynchus,American white pelican,pelican gwyn America,pelicanod gwynion America,g,,,PELECANIFORMES,PELECANIDAE,,,,,,,,,
bird,adar,Pelecanus occidentalis,brown pelican,pelican brown America,pelicanod brown America,g,,,PELECANIFORMES,PELECANIDAE,,,,,,,,,
bird,adar,Pelecanus thagus,Peruvian pelican,pelican Periw,pelicanod Periw,g,,,PELECANIFORMES,PELECANIDAE,,,,,,,,,
bird,adar,16,,,,,,,,,,,,,,,,,
bird,adar,SULIDAE,GANNETS,HUGANOD,,,hucan yng Ngeiriadur y Prifysgol ond mae hugan yn Nghreaduriaid Asgwrn Cefn ac wedi'i sefydlu erbyn hyn,,,,,,,,,,,,
bird,adar,Morus bassanus,northern gannet,hugan,huganod,g,,,PELECANIFORMES,SULIDAE,,,,,https://drive.google.com/open?id=0BwyoF0liwUlQRWVLT0pDQnlZN2s,,,UK,
bird,adar,Morus capensis,Cape gannet,hugan y Penrhyn,huganod y Penrhyn,g,,,PELECANIFORMES,SULIDAE,,,,,,,,,
bird,adar,Morus serrator,Australian gannet,hugan Awstralia,huganod Awstralia,g,,,PELECANIFORMES,SULIDAE,,,,,,,,,
bird,adar,Papasula abbotti,Abbott's booby,bwbi Abbott,bwbïod Abbott,g,,,PELECANIFORMES,SULIDAE,,,,,,,,,
bird,adar,Sula nebouxii,blue-footed booby,bwbi troedlas,bwbïod troedlas,g,,,PELECANIFORMES,SULIDAE,,,,,,,,,
bird,adar,Sula variegata,Peruvian booby,bwbi Periw,bwbïod Periw,g,,,PELECANIFORMES,SULIDAE,,,,,,,,,
bird,adar,Sula dactylatra,blue-faced booby,bwbi mygydog,bwbïod mygydog,g,,,PELECANIFORMES,SULIDAE,,,,,,,,,
bird,adar,Sula sula,red-footed booby,bwbi troedgoch,bwbïod troedgoch,g,,,PELECANIFORMES,SULIDAE,,,,,,,,,
bird,adar,Sula leucogaster,brown booby,bwbi brown,bwbïod brown,g,,,PELECANIFORMES,SULIDAE,,,,,,,,,
bird,adar,17,,,,,,,,,,,,,,,,,
bird,adar,PHALACROCORACIDAE,CORMORANTS,MULFRAIN,,,,,,,,,,,,,,,
bird,adar,Phalacrocorax auritus,double-crested cormorant,mulfran ddeugopog,mulfrain deugopog,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax olivaceus,olivaceous cormorant,mulfran felynwerdd,mulfrain melynwyrdd,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax suicirostris,little black cormorant,mulfran fach ddu,mulfrain bach du,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax carbo,great cormorant,mulfran,mulfrain,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,Mike Nesbitt,https://drive.google.com/open?id=0BwyoF0liwUlQeDJyaENtaVJHbWc,,,UK,
bird,adar,Phalacrocorax lucidus,white-breasted cormorant,mulfran fronwen,mulfrain bronwyn,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax fuscicollis,Indian cormorant,mulfran India,mulfrain India,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax capensis,Cape cormorant,mulfran y Penrhyn,mulfrain y Penrhyn,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax nigrogularis,Socotra cormorant,mulfran Socotra,mulfrain Socotra,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax neglectus,bank cormorant,mulfran gwymon,mulfrain gwymon,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax capillatus,Japanese cormorant,mulfran Japan,mulfrain Japan,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax penicillatus,Brandt's cormorant,mulfran yddflas,mulfrain gyddflas,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax aristotelis,shag,mulfran werdd,mulfrain gwyrddion,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,https://drive.google.com/open?id=0BwyoF0liwUlQclZ3Y0F1VG83SFk,,,UK,
bird,adar,Phalacrocorax pelagicus,pelagic cormorant,mulfran y cefnfor,mulfrain y cefnfor,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax urile,red-faced cormorant,mulfran wynepgoch,mulfrain wynepgoch,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax magellanicus,Magellan cormorant,mulfran Magellan,mulfrain Magellan,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax bougainvillei,Guanay cormorant,mulfran Gwanai,mulfrain Gwanai,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax featherstoni,Chatham Island cormorant,mulfran Ynys Chatham,mulfrain Ynys Chatham,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax varius,pied cormorant,mulfran fraith,mulfrain brithion,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax fuscescens,black-faced cormorant,mulfran wynebddu,mulfrain wynebddu,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax kenyoni,Kenyon's shag,mulfran Kenyon,mulfrain Kenyon,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax carunculatus,rough-faced cormorant,mulfran dagellog,mulfrain tagellog,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax chalconotus,bronze shag,mulfran eurgoch,mulfrain eurgoch,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax campbelli,Campbell Island cormorant,mulfran Ynys Campbell,mulfrain Ynys Campbell,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax colensoi,Auckland Islands shag,mulfran Ynysoedd Auckland,mulfrain Ynysoedd Auckland,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax ranfurlyi,Bounty Islands shag,mulfran Ynysoedd Bounty,mulfrain Ynysoedd Bounty,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax verrucosus,Kerguelen cormorant,mulfran Kerguelen,mulfrain Kerguelen,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax gaimardi,red-legged cormorant,mulfran goesgoch,mulfrain coesgoch,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax punctatus,spotted cormorant,mulfran fannog,mulfrani mannog,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax atriceps,imperial shag,mulfran lygatlas,mulfrain llygatlas,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax albiventer,king cormorant,mulfran frenhinol,mulfrain brenhinol,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax purpurescens,Macquarie shag,mulfran Ynys Macquarie,mulfrain Ynys Macquarie,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax nivalis,Heard shag,mulfran Ynys Heard,mulfrain Ynys Heard,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax georgianus,South Georgia cormorant,mulfran De Georgia,mulfrain De Georgia,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax bransfieldensis,Antarctic shag,mulfran yr Antarctig,mulfrain yr Antarctig,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax melanogenis,Crozet shag,mulfran Ynys Crozet,mulfrain Ynys Crozet,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax melanoleucos,little pied cormorant,mulfran fraith fach,mulfrain brithion bach,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax perspicillatus,Palla's cormorant,mulfran Palla,mulfrain Palla,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax africanus,reed cormorant,mulfran hesg,mulfrain hesg,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax coronatus,crowned cormorant,mulfran gribog,mulfrain cribog,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax niger,Javanese cormorant,mulfran Jafa,mulfrain Jafa,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Phalacrocorax pygmeus,pygmy cormorant,mulfran fechan,mulfrain bychain,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,Nannopterum harrisi,flightless cormorant,mulfran y Galapagos,mulfrain y Galapagos,b,,,PELECANIFORMES,PHALACROCORACIDAE,,,,,,,,,
bird,adar,18,,,,,,,,,,,,,,,,,
bird,adar,ANHINGIDAE,ANHINGAS,GWANWYR,,,,,,,,,,,,,,,
bird,adar,Anhinga rufa,African darter,gwanwr Affrica,gwanwyr Affrica,g,,,PELECANIFORMES,ANHINGIDAE,,,,,,,,,
bird,adar,Anhinga melanogaster,Indian darter,gwanwr India,gwanwyr India,g,,,PELECANIFORMES,ANHINGIDAE,,,,,,,,,
bird,adar,Anhinga novaehollandiae,Australian darter,gwanwr Awstralia,gwanwyr Awstralia,g,,,PELECANIFORMES,ANHINGIDAE,,,,,,,,,
bird,adar,Anhinga anhinga,American darter,gwanwr America,gwanwyr America,g,,,PELECANIFORMES,ANHINGIDAE,,,,,,,,,
bird,adar,19,,,,,,,,,,,,,,,,,
bird,adar,FREGATIDAE,FRIGATE BIRDS,ADAR FFRIGAD,,,,,,,,,,,,,,,
bird,adar,Fregata aquila,Ascension frigate bird,aderyn ffrigad Ynys y Dyrchafael,adar ffrigad y Dyrchafael,g,,,PELECANIFORMES,FREGATIDAE,,,,,,,,,
